Response ID,How likely is that you will work for one employer for 3 years or more ?,Which of the below Employers would you work with.,What type of Manager would you work without looking into your watch ?,Which of the following setup you would like to work ?,How likely is that you will work for one employer for 7 years or more ?
162,"This will be hard to do, but if it is the right company I would try",Employer who rewards learning and enables that environment,Manager who sets targets and expects me to achieve it,Work with 2 to 3 people in my team,
163,"No way, 3 years with one employer is crazy","Employer who pushes your limits by enabling an learning environment, and rewards you at the end",Manager who sets goal and helps me achieve it,Work with 2 to 3 people in my team,
164,"This will be hard to do, but if it is the right company I would try",Employer who appreciates learning and enables that environment,Manager who clearly describes what she/he needs,Work with 5 to 6 people in my team,
165,"No way, 3 years with one employer is crazy",Employers who appreciates learning but doesn't enables an learning environment,Manager who clearly describes what she/he needs,Work with more than 10 people in my team,
166,Will work for 3 years or more,Employer who pushes your limits and doesn't enables learning environment and never rewards you,Manager who sets targets and expects me to achieve it,Work alone,
167,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it","Work alone, Work with 2 to 3 people in my team, Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",
168,Will work for 3 years or more,Employer who appreciates learning and enables that environment,Manager who clearly describes what she/he needs,Work with 2 to 3 people in my team,
169,"This will be hard to do, but if it is the right company I would try",Employer who appreciates learning and enables that environment,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,
170,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it","Work alone, Work with 2 to 3 people in my team",
171,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,
172,"No way, 3 years with one employer is crazy",Employer who rewards learning and enables that environment,Manager who sets goal and helps me achieve it,"Work with 2 to 3 people in my team, Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",
173,"This will be hard to do, but if it is the right company I would try",Employers who appreciates learning but doesn't enables an learning environment,Manager who sets goal and helps me achieve it,Work with 5 to 6 people in my team,
174,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,
